Timestamp,Hey guys! I just saw that a penguin escaped.,I'm going out with the guys. You can deal with the penguins.,We're going to need to hire a Python guy to deal with our penguin problems.,This would never have happened if the Java guys were here.,That penguin is such a good guy,Those guys dealt with the penguin emergency so professionally.,I met a great Erlang guy the other day who knows how to deal with thorny penguin issues,Do you identify as a woman?,Unnamed: 10,???
2013-12-27 12:07:48,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,New York City,
2013-12-27 12:08:12,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,seattle,
2013-12-27 12:09:29,gender neutral,just men,just men,just men,gender neutral,just men,just men,No,,
2013-12-27 12:12:21,gender neutral,gender neutral,gender neutral,gender neutral,just men,gender neutral,just men,No,Vermont,
2013-12-27 12:14:19,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Washington DC,
2013-12-27 12:16:58,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,NY,
2013-12-27 12:19:59,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Durham,
2013-12-27 12:20:28,gender neutral,just men,just men,just men,just men,just men,just men,No,Rochester,
2013-12-27 12:20:44,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Ireland,
2013-12-27 12:24:32,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Texas,
2013-12-27 12:25:07,gender neutral,just men,just men,just men,just men,just men,just men,No,San Francisco,
2013-12-27 12:28:59,just men,just men,just men,just men,just men,just men,just men,Yes,Boulder,
2013-12-27 12:30:47,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Paris,
2013-12-27 12:31:18,gender neutral,just men,just men,just men,gender neutral,just men,just men,No,Mexico,
2013-12-27 12:32:05,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,New York,
2013-12-27 12:32:53,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,USA,
2013-12-27 12:33:42,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,New York,
2013-12-27 12:37:00,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,san francisco,
2013-12-27 12:37:41,gender neutral,just men,just men,just men,just men,just men,just men,No,,
2013-12-27 12:41:56,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,,
2013-12-27 12:42:22,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,New York City,
2013-12-27 12:45:50,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Southern California,
2013-12-27 12:46:47,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,germany,
2013-12-27 12:47:29,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,nyc,
2013-12-27 12:47:42,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Boston,
2013-12-27 12:48:56,just men,just men,just men,just men,just men,just men,just men,No,London,
2013-12-27 12:51:15,gender neutral,just men,gender neutral,just men,just men,just men,just men,Yes,Minnesota (Twin Cities),
2013-12-27 12:53:10,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,bay area,
2013-12-27 12:55:05,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,NC,
2013-12-27 13:00:04,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Boston ,
2013-12-27 13:01:04,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Seattle,
2013-12-27 13:01:49,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Auckland,
2013-12-27 13:02:12,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,nyc,
2013-12-27 13:02:15,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Ohio,
2013-12-27 13:02:42,gender neutral,gender neutral,just men,just men,just men,just men,just men,Yes,amsterdam,
2013-12-27 13:03:02,gender neutral,just men,just men,just men,just men,just men,just men,Yes,SF Bay Area,
2013-12-27 13:03:28,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,london,
2013-12-27 13:03:45,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,CA,
2013-12-27 13:04:49,just men,just men,just men,just men,just men,just men,just men,No,Pennsylvania,
2013-12-27 13:05:28,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,,
2013-12-27 13:06:15,gender neutral,just men,just men,just men,just men,just men,just men,Yes,brooklyn,
2013-12-27 13:06:20,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,London,
2013-12-27 13:07:13,gender neutral,just men,just men,just men,just men,just men,just men,No,Boston,
2013-12-27 13:07:39,gender neutral,just men,just men,just men,just men,just men,just men,Yes,,
2013-12-27 13:08:06,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-27 13:09:36,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,Yes,,
2013-12-27 13:09:58,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,Baltimore,
2013-12-27 13:10:23,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,CT,
2013-12-27 13:10:33,just men,just men,just men,just men,just men,just men,just men,Yes,brooklyn,
2013-12-27 13:10:48,gender neutral,just men,just men,just men,just men,just men,just men,Yes,California,
2013-12-27 13:10:59,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-27 13:11:25,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Bath,
2013-12-27 13:11:35,gender neutral,just men,gender neutral,just men,just men,gender neutral,just men,No,,
2013-12-27 13:12:48,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,US,
2013-12-27 13:14:10,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Cambridge,
2013-12-27 13:15:18,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Canada,
2013-12-27 13:15:43,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Toronto,
2013-12-27 13:15:48,gender neutral,just men,just men,just men,gender neutral,just men,just men,Yes,UK,
2013-12-27 13:16:08,just men,just men,just men,just men,just men,just men,just men,Yes,Southampton ,
2013-12-27 13:16:50,gender neutral,gender neutral,just men,gender neutral,gender neutral,gender neutral,just men,Yes,Glasgow ,
2013-12-27 13:17:38,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,livermore ca,
2013-12-27 13:17:46,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,CT USA,
2013-12-27 13:17:53,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,CT USA,
2013-12-27 13:17:58,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,San Francisco,
2013-12-27 13:17:59,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,The present,
2013-12-27 13:18:10,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Chicago,
2013-12-27 13:18:13,gender neutral,just men,just men,just men,just men,just men,just men,Yes,New York City,
2013-12-27 13:19:44,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,minnesota,
2013-12-27 13:19:53,gender neutral,just men,just men,just men,just men,just men,just men,No,Toronto,
2013-12-27 13:19:56,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Portland,
2013-12-27 13:20:00,gender neutral,just men,just men,just men,just men,just men,just men,No,Toronto,
2013-12-27 13:20:01,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Canada,
2013-12-27 13:20:46,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Warren,
2013-12-27 13:21:07,gender neutral,just men,just men,just men,just men,just men,just men,No,NYC,
2013-12-27 13:24:07,gender neutral,just men,just men,just men,just men,just men,just men,Yes,London,
2013-12-27 13:24:13,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Canada,
2013-12-27 13:24:19,gender neutral,just men,just men,just men,just men,just men,just men,Yes,,
2013-12-27 13:24:21,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Texas,
2013-12-27 13:24:25,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,New York ,
2013-12-27 13:25:02,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Toronto,
2013-12-27 13:25:40,gender neutral,just men,just men,just men,just men,just men,just men,No,NYC,
2013-12-27 13:26:10,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Spain,
2013-12-27 13:26:13,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Edinburgh,
2013-12-27 13:27:15,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,,
2013-12-27 13:28:15,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,London,
2013-12-27 13:28:29,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Switzerland (but from Canada,
2013-12-27 13:29:00,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,nyc,
2013-12-27 13:30:04,gender neutral,just men,just men,just men,just men,just men,just men,Yes,NYC,
2013-12-27 13:30:35,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,,
2013-12-27 13:31:03,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,,
2013-12-27 13:31:20,gender neutral,just men,just men,gender neutral,just men,gender neutral,gender neutral,Yes,London ,
2013-12-27 13:34:12,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,England,
2013-12-27 13:36:49,gender neutral,gender neutral,gender neutral,gender neutral,just men,gender neutral,just men,Yes,Germany,
2013-12-27 13:37:38,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Seattle,
2013-12-27 13:39:03,gender neutral,just men,just men,just men,just men,just men,just men,No,,
2013-12-27 13:42:41,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Chicago,
2013-12-27 13:51:36,gender neutral,gender neutral,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,,
2013-12-27 13:53:21,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,NYC ,
2013-12-27 13:54:20,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Seattle,
2013-12-27 13:54:44,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,London,
2013-12-27 13:57:16,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,Yes,,
2013-12-27 14:00:35,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,,
2013-12-27 14:00:56,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Wisconsin,
2013-12-27 14:01:41,just men,just men,just men,just men,just men,just men,just men,No,canada,
2013-12-27 14:02:27,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,london,
2013-12-27 14:04:54,gender neutral,just men,just men,just men,just men,just men,just men,No,Utah,
2013-12-27 14:05:45,gender neutral,gender neutral,just men,gender neutral,gender neutral,gender neutral,just men,No,Berlin,
2013-12-27 14:05:49,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,Chicagoland,
2013-12-27 14:05:56,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,British Columbia,
2013-12-27 14:06:53,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-27 14:08:16,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,San Francisco,
2013-12-27 14:13:54,gender neutral,just men,just men,just men,gender neutral,just men,just men,Yes,Brooklyn,
2013-12-27 14:23:11,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,San Francisco,
2013-12-27 14:24:04,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,Yes,New York,
2013-12-27 14:28:19,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Vancouver Canada,
2013-12-27 14:39:02,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,UK,
2013-12-27 14:43:17,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,,
2013-12-27 14:44:28,gender neutral,just men,gender neutral,gender neutral,just men,just men,just men,No,Germany,
2013-12-27 14:47:00,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,NEbraska,
2013-12-27 14:48:48,gender neutral,just men,just men,just men,just men,just men,just men,No,Chicago,
2013-12-27 14:53:32,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,New York,
2013-12-27 14:54:25,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,SF,
2013-12-27 14:57:20,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,Copenhagen ,
2013-12-27 15:05:52,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,california,
2013-12-27 15:07:26,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,ireland,
2013-12-27 15:12:54,gender neutral,just men,just men,gender neutral,just men,just men,just men,Yes,Canada,
2013-12-27 15:23:34,gender neutral,just men,just men,gender neutral,just men,gender neutral,gender neutral,No,,
2013-12-27 15:31:34,gender neutral,just men,just men,just men,just men,just men,just men,No,,
2013-12-27 15:35:06,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,,
2013-12-27 15:37:06,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,DC,
